uid,type,SBU（部门）,PRD号码,产品名称,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方
1,default,ED2,30481752,Efka? SI 2040,Efka? SI 2040,Efka? SI 2040,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,溶剂型含硅类消泡剂,31,含硅消泡剂,透明无色液体,"4,7,68",,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,15kg  |  150kg  |  ,,"55713377,0,8#55713324,0,5",
1,default,ED2,30354307,Efka? SI 2722,Efka? SI 2722,Efka? SI 2722,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,溶剂型含硅类消泡剂,31,含硅消泡剂,透明无色液体,"4,7,68",,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,18kg  |  170kg  |  ,,"56434389,0,8#56434230,0,5",
1,default,ED2,30474506,Efka? SI 2741,Efka? SI 2741,Efka? SI 2741,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,溶剂型含硅类消泡剂,31,含硅消泡剂,透明无色液体,"4,7",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,15kg,,"54982613,0,8#54982560,0,5",
1,default,ED2,30477917,Efka? SL 3030,Efka? SL 3030,Efka? SL 3030,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,有机改性聚硅氧烷,透明到微浑无色液体,4,,,,51,,,,,,,,,,,0.91,,,,,,,,,,,,,,18kg  |  180kg  |  ,,"55304747,0,8#50123685,0,5",
1,default,ED2,30483148,Efka? SL 3031,Efka? SL 3031,Efka? SL 3031,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂,33,有机改性聚硅氧烷,透明到微浑无色液体,4,,,,52,,,,,,,,,,,0.95,,,,,,,,,,,,,,18kg,,"55870151,0,8#55870098,0,5",
1,default,ED2,30482120,Efka? SL 3033,Efka? SL 3033,Efka? SL 3033,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂,33,有机改性聚硅氧烷,透明到微浑无色液体,"4,68",,,,15,,,,,,,,,,,0.91,,,,,,,,,,,,,,18kg  |  180kg  |  ,,"55756996,0,8#55756943,0,5",
1,default,ED2,30570648,Efka? SL 3034,Efka? SL 3034,Efka? SL 3034,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,氟碳有机改性聚硅氧烷,透明到微浑无色液体,4,,,,51,,,,,,,,,,,0.98,,,,,,,,,,,,,,18kg,,"50301424,0,8#50301421,0,5",
1,default,ED2,30483525,Efka? SL 3035,Efka? SL 3035,Efka? SL 3035,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,有机改性聚硅氧烷,透明无色液体,4,,,,52,,,,,,,,,,,1,,,,,,,,,,,,,,18kg  |  20kg  |  ,,"55919494,0,8#55919441,0,5",
1,default,ED2,30472097,Efka? SL 3239,Efka? SL 3239,Efka? SL 3239,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，不稳泡,33,有机改性聚硅氧烷,透明到微浑液体,4,,,,98,,,,,,,,,,,0.93,,,,,,,,,,,,,,18kg,,"50111635,0,8#50111634,0,5",
1,default,ED2,30535828,Efka? SL 3257,Efka? SL 3257,Efka? SL 3257,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,有机改性聚硅氧烷,透明到微浑液体,"4,7",,,,,,,,,175-390,,,,,,1.04,,,,,,,,,,,,,,,,"50379808,0,8",
1,default,ED2,30536726,Efka? SL 3258,Efka? SL 3258,Efka? SL 3258,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,有机改性聚硅氧烷,透明到微浑液体,"4,7",,,,,,,,,160,,,,,,1,,,,,,,,,,,,,,  |  200kg  |  ,,"50365707,0,8#50365637,0,5",
1,default,ED2,30537790,Efka? SL 3259,Efka? SL 3259,Efka? SL 3259,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,有机改性聚硅氧烷,透明到微浑无色液体,"4,7",,,,,,,,,175,,,,,,1,,,,,,,,,,,,,,,,"50370555,0,8#50370536,0,5",
1,default,ED2,30475714,Efka? SL 3288,Efka? SL 3288,Efka? SL 3288,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,有机改性聚硅氧烷,透明无色到微黄液体,"4,7",,,,98,,,,,,,,,,,1.01,,,,,,,,,,,,,,20kg  |  200kg  |  ,,"55114742,0,8",
1,default,ED2,30482705,Efka? SL 3299,Efka? SL 3299,Efka? SL 3299,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,增滑流平助剂，水油通用,33,有机改性聚硅氧烷,透明液体,"4,7",,,,98,,,,,,,,,,,1.04,,,,,,,,,,,,,,20kg,,"55821974,0,8#55821921,0,5",
1,default,ED2,30482424,Efka? SL 3883,Efka? SL 3883,Efka? SL 3883,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,56,反应型增滑流平助剂，UV、不饱和聚酯专用,33,有机改性聚硅氧烷,透明到微浑微黄液体,"4,7",,,,70,,,,,,,,,,,1.04,,,,,,,,,,,,,,20kg,,"55791658,0,5",
1,default,ED2,30729269,Foamaster? MO 2111 AG,Foamaster? MO 2111 AG,Foamaster? MO 2111 AG,1,https://detail.1688.com/offer/570889480605.html,57,广谱消泡剂，适用于各类水性体系,31,矿物油和脂肪酸衍生物的混合物,黄色浑浊液体,"67,4,7",,,,100,,,,,300,,,,,,0.88,,,,,,,,,,,,,,180kg  |  880kg  |  ,,"50641152,0,8#50641153,0,5",
1,default,ED2,30729268,Foamaster? MO 2134 AG,Foamaster? MO 2134 AG,Foamaster? MO 2134 AG,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,长效性能好的消泡剂，抑泡能力强，尤其适用高粘度体系,31,矿物油和脂肪酸衍生物的混合物,黄色浑浊液体,"67,4,7,68",,,,100,,,,,600,,,,,,0.9,,,,,,,,,,,,,,180kg  |  880kg  |  ,,"50641156,0,8#50641158,0,5",
1,default,ED2,30574547,Foamaster? MO 2150 AC,Foamaster? MO 2150 AC,Foamaster? MO 2150 AC,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,经济型消泡剂，抑泡能力强,31,矿物油和疏水物质的混合物,白色到微黄色浑浊液体,"67,7",,,,100,,,,,400,,,,,,0.86,,,,,,,,,,,,,,175kg  |  875kg  |  ,,"50365194,0,8#50365273,0,5",
1,default,ED2,30678502,Foamaster? MO 2160,Foamaster? MO 2160,Foamaster? MO 2160,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,经济型消泡剂，抑泡能力强,31,矿物油和疏水物质的混合物,白色到微黄色浑浊液体,67,,,,100,,,,,200-800,,,,,,0.86,,,,,,,,,,,,,,175kg,,"50527093,0,8#50527095,0,5",
1,default,ED2,30530585,Foamaster? MO 2190,Foamaster? MO 2190,Foamaster? MO 2190,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,尤其用于水性胶粘剂中，能平衡消泡、抑泡和兼容性,31,矿物油和脂肪酸衍生物的混合物,米白色浑浊液体,68,,,,100,,,,,,,,,,,0.89,,,,,,,,,,,,,,172kg,,"50365211,0,8",
1,default,ED2,30678243,Foamaster? MO 2190 AG,Foamaster? MO 2190 AG,Foamaster? MO 2190 AG,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,尤其用于水性胶粘剂中，能平衡消泡、抑泡和兼容性,31,矿物油和脂肪酸衍生物的混合物,米白色浑浊液体,"7,68",,,,100,,,,,,,,,,,0.89,,,,,,,,,,,,,,180kg,,"50525915,0,8#50525916,0,5",
1,default,ED2,30730953,Foamaster? MO NDW AG,Foamaster? MO NDW AG,Foamaster? MO NDW AG,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,57,经济型矿物油消泡剂,31,矿物油和非离子表面活性剂的混合物,琥珀色不透明液体,67,,,,100,,,,,550,,,,,,0.87,,,,,,,,,,,,,,180kg,,"50643960,0,8#50643971,0,5",
1,default,ED2,30725002,Foamaster? MO NXZ AG,Foamaster? MO NXZ AG,Foamaster? MO NXZ AG,1,https://detail.1688.com/offer/577740618653.html,57,广谱型矿物油消泡剂，经典产品,31,矿物油和非离子表面活性剂的混合物,浑浊琥珀色液体,"67,4,7,68",,,,100,,,,,450,,,,,,0.87,,,,,,,,,,,,,,180kg  |  890kg  |  ,,"50625561,0,8#50625520,0,5",
1,default,ED2,30536804,FoamStar? ED 2521,FoamStar? ED 2521,FoamStar? ED 2521,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,乳液型消泡剂，半挥发性有机化合（SVOC）含量极低,31,有机硅乳液,白色液体,67,,,,16,,,,,2300,,,,,,1,,,,,,,,,,,,,,,,"50365237,0,8#50365227,0,5",
1,default,ED2,30693620,FoamStar? ED 2522 AG,FoamStar? ED 2522 AG,FoamStar? ED 2522 AG,1,https://detail.1688.com/offer/614536165570.html,58,乳液型消泡剂,31,有机硅乳液,白色液体,"67,7",,,,19,,,,,2500,,,,,,1,,,,,,,,,,,,,,200kg,,"50565691,0,8#50565679,0,5",
1,default,ED2,30564243,FoamStar? ED 2523,FoamStar? ED 2523,FoamStar? ED 2523,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,乳液型消泡剂,31,有机硅乳液,白色液体,67,,,,27.5,,,,,2000,,,,,,1,,,,,,,,,,,,,,,,"50365239,0,8#50365575,0,5",
1,default,ED2,30529294,FoamStar? SI 2210,FoamStar? SI 2210,FoamStar? SI 2210,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,有机硅消泡剂,31,有机改性聚硅氧烷和改性醇复配物,无色透明到微黄浑浊液体,"4,7",,,,100,,,,,75,,,,,,0.95,,,,,,,,,,,,,,180kg  |  900kg  |  15kg,,"50365240,0,8#50365164,0,5",
1,default,ED2,30667091,FoamStar? SI 2240,FoamStar? SI 2240,FoamStar? SI 2240,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,有机硅消泡剂,31,有机改性聚硅氧烷化合物,无色透明到微黄浑浊液体,4,,,,100,,,,,600,,,,,,1,,,,,,,,,,,,,,160kg,,"50499582,0,8#50499583,0,5",
1,default,ED2,30428361,FoamStar? SI 2250,FoamStar? SI 2250,FoamStar? SI 2250,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,有机硅消泡剂,31,有机改性聚硅氧烷化合物,无色透明到微黄浑浊液体,"4,7",,,,100,,,,,,,,,,,0.99,,,,,,,,,,,,,,20kg,,"56414991,0,8#56415044,0,5",
1,default,ED2,30529223,FoamStar? SI 2292,FoamStar? SI 2292,FoamStar? SI 2292,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,有机硅消泡剂,31,有机改性聚硅氧烷化合物复配物,无色到微黄液体,"4,7",,,,9,,,,,10,,,,,,0.91,,,,,,,,,,,,,,180kg,,"50365716,0,8#50365647,0,5",
1,default,ED2,30537951,FoamStar? SI 2293,FoamStar? SI 2293,FoamStar? SI 2293,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,有机硅消泡剂,31,有机改性聚硅氧烷和零VOC载体混合物,透明到微浑无色液体,4,,,,100,,,,,160,,,,,,1,,,,,,,,,,,,,,180kg,,"50365258,0,8#50365230,0,5",
1,default,ED2,30665394,FoamStar? SI 2299,FoamStar? SI 2299,FoamStar? SI 2299,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,有机硅消泡剂,31,有机改性聚硅氧烷化合物,无色透明到微黄浑浊液体,"4,7",,,,100,,,,,20,,,,,,1,,,,,,,,,,,,,,15kg  |  180kg  |  ,,"50569643,0,8#50569642,0,5",
1,default,ED2,30533549,FoamStar? ST 2400,FoamStar? ST 2400,FoamStar? ST 2400,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,基于形状聚合物和矿物油的消泡剂,31,基于形状聚合物和矿物油的复配物,微黄色浑浊液体,4,,,,100,,,,,,,,,,,0.87,,,,,,,,,,,,,,170kg,,"50365259,0,8#50365205,0,5",
1,default,ED2,30678247,FoamStar? ST 2410 AG,FoamStar? ST 2410 AG,FoamStar? ST 2410 AG,1,https://detail.1688.com/offer/615035519585.html,58,基于形状聚合物和矿物油的消泡剂,31,基于形状聚合物和矿物油的复配物,微黄色浑浊液体,"67,4,7,68",,,,100,,,,,,,,,,,0.87,,,,,,,,,,,,,,170kg  |  850kg  |  ,,"50525912,0,8#50525890,0,5",
1,default,ED2,30535109,FoamStar? ST 2412,FoamStar? ST 2412,FoamStar? ST 2412,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,基于形状聚合物和矿物油的消泡剂,31,基于形状聚合物和矿物油的复配物,不透明米白色液体,"67,4,7,68",,,,100,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,"50379308,0,8",
1,default,ED2,30694953,FoamStar? ST 2437,FoamStar? ST 2437,FoamStar? ST 2437,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,基于形状聚合物和矿物油的消泡剂,31,基于形状聚合物和矿物油的复配物,米白色浑浊液体,4,,,,100,,,,,,,,,,,0.87,,,,,,,,,,,,,,170kg,,"50568256,0,8#50568255,0,5",
1,default,ED2,30535114,FoamStar? ST 2438,FoamStar? ST 2438,FoamStar? ST 2438,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,基于形状聚合物和有机硅的消泡剂,31,基于形状聚合物和有机硅的复配物,无色透明到微黄浑浊液体,"4,7",,,,100,,,,,140,,,,,,0.95,,,,,,,,,,,,,,190kg,,"50365294,0,8#50565209,0,5",
1,default,ED2,30529216,FoamStar? ST 2454,FoamStar? ST 2454,FoamStar? ST 2454,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,58,基于形状聚合物的非硅非矿物油消泡剂,31,基于形状聚合物和聚酯的复配物,无色透明到微黄浑浊液体,"4,68",,,,100,,,,,2500,,,,,,1,,,,,,,,,,,,,,180kg,,"50365298,0,8#50365148,0,5",
1,default,ED2,30703572,Hydropalat? FL 3635,Hydropalat? FL 3635,Hydropalat? FL 3635,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,不含APEO的防爆泡助剂，改善流平性能,33,基于表面活性剂和溶剂的复配物,无色透明液体,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,"50582442,0,5",
1,default,ED2,30655039,Hydropalat? SL 3682,Hydropalat? SL 3682,Hydropalat? SL 3682,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,超高分子量有机硅抗划伤助剂,33,有机硅水乳液,白色液体,"4,7",,,,65,,,,,3000,,,,,,0.98,,,,,,,,,,,,,,20kg,,"50479575,0,8#50479559,0,5",
1,default,ED2,30528521,Hydropalat? WE 3120,Hydropalat? WE 3120,Hydropalat? WE 3120,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,非离子低泡基材润湿剂,33,非离子表面活性剂,无色液体,"4,7,68",,,,100,,,,,,,,,,,0.96,,,,,,,,,,,,,,900kg,,"50365299,0,8#50365069,0,5",
1,default,ED2,30628507,Hydropalat? WE 3165,Hydropalat? WE 3165,Hydropalat? WE 3165,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,非离子颜填料（尤其是有机颜料）润湿分散剂,33,非离子表面活性剂水溶液,无色液体,67,,,,65,,,,,550,,,,,,,,,6.8,,,,,,,,,,,950kg,,"50424497,0,8#50423450,0,5",
1,default,ED2,30602000,Hydropalat? WE 3188,Hydropalat? WE 3188,Hydropalat? WE 3188,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,非离子颜填料润湿分散剂,30,非离子表面活性剂,琥珀色液体,"67,4,",,,,100,,,,,,,,,,,,,,6-Jan,,,,,,,,,,,200kg,,"50238460,0,0.4kg#50238461,0,0.8kg",
1,default,ED2,30585150,Hydropalat? WE 3189,Hydropalat? WE 3189,Hydropalat? WE 3189,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,非离子颜填料润湿分散剂,33,非离子表面活性剂水溶液,无色液体,67,,,,80,,,,,,,,,,,1.02,,,,,,,,,,,,,,,,"50470817,0,5",
1,default,ED2,30626989,Hydropalat? WE 3220,Hydropalat? WE 3220,Hydropalat? WE 3220,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,有机硅基材润湿剂,33,有机改性聚硅氧烷,无色透明液体,"4,7",,,,87.5,,,,,,,,,,,1.04,,,,,,,,,,,,,,20kg,,"50415718,0,8#50415716,0,5",
1,default,ED2,30626990,Hydropalat? WE 3221,Hydropalat? WE 3221,Hydropalat? WE 3221,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,有机硅基材润湿剂,33,有机改性聚硅氧烷,无色透明液体,"4,7",,,,45,,,,,,,,,,,1,,,,,,,,,,,,,,20kg,,"50415771,0,8#50415719,0,5",
1,default,ED2,30720461,Hydropalat? WE 3225,Hydropalat? WE 3225,Hydropalat? WE 3225,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,有机硅基材润湿剂,33,有机改性聚硅氧烷复配物,透明液体,"4,7",,,,100,,,,,150,,,,,,1.02,,,,,,,,,,,,,,,,"50625039,0,8#50625040,0,5",
1,default,ED2,30534876,Hydropalat? WE 3322,Hydropalat? WE 3322,Hydropalat? WE 3322,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,非离子低泡基材润湿剂,33,超支化非离子表面活性剂,透明到微浑黄色液体,"4,7",,,,98,,,,,100,,,,,,,,,7,,,,,,,,,,,192kg,,"50365705,0,8",
1,default,ED2,30534896,Hydropalat? WE 3323,Hydropalat? WE 3323,Hydropalat? WE 3323,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,非离子低泡基材润湿剂,33,超支化非离子表面活性剂,透明到微浑黄色液体,"4,7,68",,,,100,,,,,,,,,,,1,,,,,,,,,,,,,,192kg,,"50365706,0,8#50365636,0,5",
1,default,ED2,30581213,Hydropalat? WE 3370,Hydropalat? WE 3370,Hydropalat? WE 3370,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,氟碳改性聚丙烯酸酯，优异的相容性，润湿作用及消泡性,33,氟碳改性聚丙烯酸酯,微浑黄色液体,"4,",,,,60,,,,,,,,,,60,1.05,,,,,,,,,,,,,,,,"50328120,0,8#50318119,0,5",
1,default,ED2,30529335,Hydropalat? WE 3475,Hydropalat? WE 3475,Hydropalat? WE 3475,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,阴离子基材润湿剂,33,阴离子表面活性剂,低粘透明液体,"7,68",,,,75,,,,,,,,,,,,,,6.5,,,,,,,,,,,200kg  |  1000kg  |  ,,"50365666,0,8#50365626,0,5",
1,default,ED2,30533734,Hydropalat? WE 3477,Hydropalat? WE 3477,Hydropalat? WE 3477,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,阴离子基材润湿剂,33,阴离子表面活性剂,低粘透明液体,"7,68",,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,"50379336,0,8",
1,default,ED2,30531172,Hydropalat? WE 3485,Hydropalat? WE 3485,Hydropalat? WE 3485,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,阴离子基材润湿剂,33,阴离子表面活性剂,低粘透明液体,"7,68",,,,85,,,,,,,,,,,,,,6,,,,,,,,,,,  |  1000kg  |  ,,"50379338,0,8#50379337,0,5",
1,default,ED2,30590853,Hydropalat? WE 3500,Hydropalat? WE 3500,Hydropalat? WE 3500,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,氟碳改性聚丙烯酸酯，出色的表面流平和基材润湿性能,33,氟碳改性聚丙烯酸酯,透明无色到微黄液体,4,,,,60,,,,,,,,,,90,1.05,,,,,,,,,,,,,,20kg,,"50349275,0,8#50349274,0,5",
1,default,ED2,30574083,Hydropalat? WE 3650,Hydropalat? WE 3650,Hydropalat? WE 3650,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,59,高效低泡的基材润湿剂，适用于水性涂料、油墨体系,33,改性烷基乙氧化物，含炔二醇,透明无色到微黄液体,"4,68",,,,100,,,,,,,,,,,0.97,,,,,,,,,,,,,,18kg,,"50310276,0,8#50310272,0,5",
1,default,ED2,30546642,Irgafos? 126 (ED),Irgafos? 126 (ED),Irgafos? 126 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,60,高性能的有机亚磷酸酯类抗氧剂,36,"双(2,4-二叔丁基苯基)季戊四醇二亚磷酸酯",白色粉末,"4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  25x20kg  |  ,,,
1,default,ED2,30546656,Irgafos? 168 (ED),Irgafos? 168 (ED),Irgafos? 168 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,60,耐水解的有机亚磷酸酯类抗氧剂,36,亚磷酸三（2，4-二叔丁基苯基）酯,白色粉末,"4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  25x20kg  |  ,,,
1,default,ED2,30546637,Irganox? 1010 (ED),Irganox? 1010 (ED),Irganox? 1010 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,受阻酚类初级抗氧化剂，可以防止有机物的热氧化降解,36,"四（3-（3,5-二叔丁基-4-羟基苯基）丙酸）季戊四醇酯",白色结晶,"4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  36x20kg  |  ,,,
1,default,ED2,30119547,Irganox? 1076,Irganox? 1076,Irganox? 1076,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,受阻酚类初级抗氧化剂，可以防止有机物的热氧化降解,36,"十八烷基-3-(3,5-二叔丁基-4-羟基苯基)丙酸酯",白色粉末,"4,68",,,,100,,,,,,,,,,,,,,,,,,,,,,,,,  |  25x20kg  |  ,,,
1,default,ED2,30546641,Irganox? 1076 (ED),Irganox? 1076 (ED),Irganox? 1076 (ED),1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,受阻酚类初级抗氧化剂，可以防止有机物的热氧化降解,36,"十八烷基-3-(3,5-二叔丁基-4-羟基苯基)丙酸酯",白色粉末,"4,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,20kg,,,
1,default,ED2,30508779,Irganox? 1726,Irganox? 1726,Irganox? 1726,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,,36,,,"4,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,25kg,,"50151897,0,1kg",
1,default,ED2,30065709,Irganox? 245,Irganox? 245,Irganox? 245,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,61,是受阻酚类的初级抗氧化剂，提供加工稳定性和长期热稳定性,36,乙烯双（氧乙烯）双-（3-（5-叔丁基-4-羟基-间甲苯基）丙酸酯,白色粉末,"4,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,  |  2x25kg  |  ,,"56367874,0,1kg",
